country,holiday_date,day_of_week,holiday,not_national_holiday,notes
Moldova,2014-12-25T00:00:00,Thu,Western Christmas (workday moved to Sat. Dec. 13),false,
Moldova,2014-12-26T00:00:00,Fri,Public Holiday (workday moved to Sat. Dec. 20),false,
Moldova,2015-01-01T00:00:00,Thu,New Year's Day (Anul Nou),false,
Moldova,2015-01-02T00:00:00,Fri,New Year Holiday,false,
Moldova,2015-01-07T00:00:00,Wed,Orthodox Christmas (Craciunul pe stil vechi),false,
Moldova,2015-01-08T00:00:00,Thu,Orthodox Christmas Holiday,false,
Moldova,2015-03-08T00:00:00,Sun,International Women's Day,false,
Moldova,2015-04-12T00:00:00,Sun,Orthodox Easter (Paste),false,
Moldova,2015-04-13T00:00:00,Mon,Orthodox Easter Monday (Doua zi de Paste),false,
Moldova,2015-04-20T00:00:00,Mon,Memory/Parents' Day (Pastele Blajinilor),false,
Monaco,2014-05-01T00:00:00,Thu,Labour Day,false,
Monaco,2014-05-29T00:00:00,Thu,Ascension,false,
Monaco,2014-05-30T00:00:00,Fri,Bank Holiday,true,Banks
Monaco,2014-06-09T00:00:00,Mon,Whit Monday,false,
Monaco,2014-06-19T00:00:00,Thu,Corpus Christi (F��te Dieu),false,
Monaco,2014-08-15T00:00:00,Fri,Assumption Day,false,
Monaco,2014-11-01T00:00:00,Sat,All Saints' Day,false,
Monaco,2014-11-19T00:00:00,Wed,National Day (F��te de S.A.S. le Prince Souverain),false,
Monaco,2014-12-08T00:00:00,Mon,Immaculate Conception Day,false,
Monaco,2014-12-25T00:00:00,Thu,Christmas Day,false,
Monaco,2015-01-01T00:00:00,Thu,New Year's Day,false,
Monaco,2015-01-27T00:00:00,Tue,Saint D��vote's Day,false,
Monaco,2015-04-06T00:00:00,Mon,Easter Monday,false,
Mongolia,2014-06-01T00:00:00,Sun,Mothers' and Children's Day,false,
Mongolia,2014-07-11T00:00:00,Fri,Naadam (National Day),false,
Mongolia,2014-07-12T00:00:00,Sat,Naadam Holiday,false,
Mongolia,2014-07-13T00:00:00,Sun,Naadam Holiday,false,
Mongolia,2014-11-23T00:00:00,Sun,Chinggis Khaan's Birthday,false,
Mongolia,2015-01-01T00:00:00,Thu,New Year's Day,false,
Mongolia,2015-02-18T00:00:00,Wed,Bituun (Lunar New Year's Eve),true,Banks
Mongolia,2015-02-19T00:00:00,Thu,Tsagaan Sar (Lunar New Year) (Year of the blue Ewe),false,
Mongolia,2015-02-20T00:00:00,Fri,Lunar New Year Holiday,false,
Mongolia,2015-03-08T00:00:00,Sun,International Women's Day,false,
Montserrat,2014-05-05T00:00:00,Mon,Labour Monday,false,
Montserrat,2014-06-09T00:00:00,Mon,Whit Monday,false,
Montserrat,2014-06-16T00:00:00,Mon,Queen's Birthday Holiday (date to be confirmed),false,
Montserrat,2014-08-04T00:00:00,Mon,August Monday (Emancipation Day Holiday),false,
Montserrat,2014-12-25T00:00:00,Thu,Christmas Day,false,
Montserrat,2014-12-26T00:00:00,Fri,Boxing Day,false,
Montserrat,2014-12-31T00:00:00,Wed,Festival Day (New Year's Eve),false,
Montserrat,2015-01-01T00:00:00,Thu,New Year's Day,false,
Montserrat,2015-03-17T00:00:00,Tue,Saint Patrick's Day,false,
Montserrat,2015-04-03T00:00:00,Fri,Good Friday,false,
Montserrat,2015-04-06T00:00:00,Mon,Easter Monday,false,
Montenegro,2014-05-01T00:00:00,Thu,May Day,false,
Montenegro,2014-05-02T00:00:00,Fri,May Day Holiday,false,
Montenegro,2014-05-21T00:00:00,Wed,Independence Day,false,
Montenegro,2014-05-22T00:00:00,Thu,Independence Day Holiday,false,
Montenegro,2014-07-13T00:00:00,Sun,Statehood Day (National Day),false,
Montenegro,2014-07-14T00:00:00,Mon,Statehood Day Holiday,false,
Montenegro,2015-01-01T00:00:00,Thu,New Year's Day,false,
Montenegro,2015-01-02T00:00:00,Fri,New Year Holiday,false,
Montenegro,2015-01-06T00:00:00,Tue,Orthodox Christmas Eve,false,
Montenegro,2015-01-07T00:00:00,Wed,Orthodox Christmas,false,
Montenegro,2015-01-08T00:00:00,Thu,Second Day of Orthodox Christmas,false,
Montenegro,2015-04-10T00:00:00,Fri,Orthodox Good Friday,false,
Montenegro,2015-04-13T00:00:00,Mon,Orthodox Easter Monday,false,
Morocco,2014-05-01T00:00:00,Thu,Labour Day,false,
Morocco,2014-07-29T00:00:00,Tue,A��d al Fitr (End of Ramadan),false,
Morocco,2014-07-30T00:00:00,Wed,A��d al Fitr Holiday,true,Bnk+Gov
Morocco,2014-07-30T00:00:00,Wed,Throne Day,false,
Morocco,2014-08-14T00:00:00,Thu,Oued Ed-Dahab Day,false,
Morocco,2014-08-20T00:00:00,Wed,Revolution Day (1953),false,
Morocco,2014-08-21T00:00:00,Thu,HM Mohammed VI's Birthday (F��te de la Jeunesse),false,
Morocco,2014-10-05T00:00:00,Sun,A��d al Adha (Feast of Sacrifice),false,
Morocco,2014-10-06T00:00:00,Mon,A��d al Adha Holiday,true,Bnk+Gov
Morocco,2014-10-26T00:00:00,Sun,1er Moharrem (Islamic New Year),false,
Morocco,2014-11-06T00:00:00,Thu,Green March Day,false,
Morocco,2014-11-18T00:00:00,Tue,Independence Day,false,
Morocco,2015-01-01T00:00:00,Thu,New Year's Day,false,
Morocco,2015-01-04T00:00:00,Sun,A��d el Maoulid Annabaoui (Prophet's Birthday),false,
Morocco,2015-01-05T00:00:00,Mon,A��d el Maoulid Annabaoui Holiday,true,Bnk+Gov
Morocco,2015-01-11T00:00:00,Sun,Independence Manifesto Day (1944),false,
Mozambique,2014-05-01T00:00:00,Thu,Workers' Day,false,
Mozambique,2014-06-25T00:00:00,Wed,Independence Day,false,
Mozambique,2014-09-07T00:00:00,Sun,Lusaka Peace Agreement Day,false,
Mozambique,2014-09-08T00:00:00,Mon,Lusaka Peace Agreement Holiday,false,
Mozambique,2014-09-25T00:00:00,Thu,Armed Forces Day,false,
Mozambique,2014-10-04T00:00:00,Sat,Peace and National Reconciliation Day,false,
Mozambique,2014-10-15T00:00:00,Wed,Public Holiday (Parliamentary and Presidential Elections),false,
Mozambique,2014-11-10T00:00:00,Mon,Maputo Day,true,Regional
Mozambique,2014-12-25T00:00:00,Thu,Family Day / Christmas Day,false,
Mozambique,2015-01-01T00:00:00,Thu,New Year's Day,false,
Mozambique,2015-02-03T00:00:00,Tue,Mozambique's Heroes' Day,false,
Mozambique,2015-04-07T00:00:00,Tue,Mozambique's Women's Day,false,
Myanmar,2014-05-01T00:00:00,Thu,Labour Day,false,
Myanmar,2014-05-13T00:00:00,Tue,Kasone/Kasong Full Moon,false,
Myanmar,2014-07-11T00:00:00,Fri,Waso Full Moon (Buddhist Lent Begins),false,
Myanmar,2014-07-19T00:00:00,Sat,Martyrs' Day,false,
Myanmar,2014-10-08T00:00:00,Wed,Thadingyut Full Moon (Buddhist Lent Ends),false,
Myanmar,2014-11-06T00:00:00,Thu,Tazaungmone/Thasaung Mong Full Moon (festival of lights),false,
Myanmar,2014-11-16T00:00:00,Sun,National Day,false,
Myanmar,2014-12-21T00:00:00,Sun,Kayin New Year,false,
Myanmar,2014-12-25T00:00:00,Thu,Christmas Day,false,
Myanmar,2015-01-04T00:00:00,Sun,Independence Day,false,
Myanmar,2015-02-12T00:00:00,Thu,Union Day,false,
Myanmar,2015-03-02T00:00:00,Mon,Peasants' Day,false,
Myanmar,2015-03-04T00:00:00,Wed,Tabaung/Dha Paung Full Moon,false,
Myanmar,2015-03-27T00:00:00,Fri,Armed Forces Day,false,
Myanmar,2015-04-12T00:00:00,Sun,Thingyan Holiday,false,
Myanmar,2015-04-13T00:00:00,Mon,Thingyan (Water Festival),false,
Myanmar,2015-04-14T00:00:00,Tue,Thingyan (Water Festival),false,
Myanmar,2015-04-15T00:00:00,Wed,Thingyan (Water Festival),false,
Myanmar,2015-04-16T00:00:00,Thu,Thingyan (Water Festival),false,
Myanmar,2015-04-17T00:00:00,Fri,Myanmar New Year,false,
Namibia,2014-05-01T00:00:00,Thu,Workers' Day,false,
Namibia,2014-05-04T00:00:00,Sun,Cassinga Day,false,
Namibia,2014-05-05T00:00:00,Mon,Cassinga Day (day in lieu),false,
Namibia,2014-05-25T00:00:00,Sun,Africa Day,false,
Namibia,2014-05-26T00:00:00,Mon,Africa Day (day in lieu),false,
Namibia,2014-05-29T00:00:00,Thu,Ascension Day,false,
Namibia,2014-08-26T00:00:00,Tue,Heroes' Day,false,
Namibia,2014-12-10T00:00:00,Wed,International Human Rights Day,false,
Namibia,2014-12-25T00:00:00,Thu,Christmas Day,false,
Namibia,2014-12-26T00:00:00,Fri,Family Day,false,
Namibia,2015-01-01T00:00:00,Thu,New Year's Day,false,
Namibia,2015-03-21T00:00:00,Sat,Independence Day,false,
Namibia,2015-04-03T00:00:00,Fri,Good Friday,false,
Namibia,2015-04-06T00:00:00,Mon,Easter Monday,false,
Nauru,2014-05-17T00:00:00,Sat,Constitution Day,false,
Nauru,2014-05-19T00:00:00,Mon,Constitution Day Holiday,false,
Nauru,2014-09-25T00:00:00,Thu,National Youth Day,false,
Nauru,2014-10-26T00:00:00,Sun,Angam Day (Day of Fulfillment),false,
Nauru,2014-10-27T00:00:00,Mon,Angam Day Holiday,false,
Nauru,2014-12-25T00:00:00,Thu,Christmas Day,false,
Nauru,2014-12-26T00:00:00,Fri,Boxing Day,false,
Nauru,2015-01-01T00:00:00,Thu,New Year's Day,false,
Nauru,2015-01-31T00:00:00,Sat,Independence Day,false,
Nauru,2015-02-01T00:00:00,Sun,Independence Day Holiday,false,
Nauru,2015-02-02T00:00:00,Mon,Independence Day Holiday,false,
Nauru,2015-02-03T00:00:00,Tue,Independence Day Holiday,false,
Nauru,2015-03-09T00:00:00,Mon,International Women��s Day Holiday (tentative),true,
Nauru,2015-04-03T00:00:00,Fri,Good Friday,false,
Nauru,2015-04-06T00:00:00,Mon,Easter Monday,false,
Nauru,2015-04-07T00:00:00,Tue,Easter Tuesday,false,
Nepal,2014-05-01T00:00:00,Thu,International Workers Day (Majdoor Divas),false,
Nepal,2014-05-14T00:00:00,Wed,Buddha Jayanti (Bhudda Day),false,
Nepal,2014-05-29T00:00:00,Thu,Ganatantra Diwas / Republic Day (National Day),false,
Nepal,2014-07-29T00:00:00,Tue,Ramjan Edul Fikra (End of Ramadan),false,
Nepal,2014-08-10T00:00:00,Sun,Janai Purnima / Rakshya Bandhan,false,
Nepal,2014-08-11T00:00:00,Mon,Gai Jatra (Kathmandu Valley),true,Regional
Nepal,2014-08-17T00:00:00,Sun,Shree Krishna Janmasthami / Gaura Parba,false,
Nepal,2014-08-28T00:00:00,Thu,Hari Taika (Teej) (only for Female Employees),true,Other
Nepal,2014-08-30T00:00:00,Sat,Rhishi Panchami (only for Female Employees),true,Other
Nepal,2014-09-02T00:00:00,Tue,Gaura Parba,false,
Nepal,2014-09-07T00:00:00,Sun,Nijamati Sewa Divas (Civil Servants' Day),true,Government
Nepal,2014-09-08T00:00:00,Mon,Indra Jatra (Kathmandu Valley),true,Regional
Nepal,2014-09-25T00:00:00,Thu,Ghatasthapana,false,
Nepal,2014-10-01T00:00:00,Wed,Dashain Festival (Phulpati/Fulpaati),false,
Nepal,2014-10-02T00:00:00,Thu,Dashain Festival (Maha Astami),false,
Nepal,2014-10-03T00:00:00,Fri,Dashain Festival (Maha Nawami),false,
Nepal,2014-10-03T00:00:00,Fri,Dashain Festival (Vijaya Dashami),false,
Nepal,2014-10-04T00:00:00,Sat,Dashain Festival (Pampakusha Ekadashi),false,
Nepal,2014-10-05T00:00:00,Sun,Edul Aajaha / Bakar Eed (Feast of Sacrifice),false,
Nepal,2014-10-05T00:00:00,Sun,Dashain Festival (Dwadashi),false,
Nepal,2014-10-07T00:00:00,Tue,Kojagrat Purnima,false,
Nepal,2014-10-23T00:00:00,Thu,Tihar Festival (Gai Tihar / Laxmi Pooja),false,
Nepal,2014-10-24T00:00:00,Fri,Tihar Festival (Goru Tihar / Gobardhan Pooja),false,
Nepal,2014-10-25T00:00:00,Sat,Tihar Festival (Bhai Tika),false,
Nepal,2014-10-29T00:00:00,Wed,Chhat Parwa,false,
Nepal,2014-12-06T00:00:00,Sat,Urdhyauli Parwa / Mangshir Dhanya Purnima,false,
Nepal,2014-12-25T00:00:00,Thu,Christmas Day,false,
Nepal,2014-12-30T00:00:00,Tue,Lhosar (Gurung/Tamu),false,
Nepal,2015-01-15T00:00:00,Thu,Maghi Parba / Maghe Sankranti,false,
Nepal,2015-01-21T00:00:00,Wed,Sonam Lhosar (Tamang New Year),false,
Nepal,2015-01-30T00:00:00,Fri,Sahid Diwash (Martyrs' Day),false,
Nepal,2015-02-17T00:00:00,Tue,Maaha Shivaratri,false,
Nepal,2015-02-19T00:00:00,Thu,Rastraya Prajatantra Dibas (Democracy Day),false,
Nepal,2015-02-19T00:00:00,Thu,Gyalpyo/Gyallo Loshar,false,
Nepal,2015-03-05T00:00:00,Thu,Holi / Phagu Purnima / Basanta Utsav (55 Hilly Districts),true,Regional
Nepal,2015-03-06T00:00:00,Fri,Holi / Phagu Purnima / Basanta Utsav (Terai and Inner Madhesh),true,Regional
Nepal,2015-03-08T00:00:00,Sun,Nari Dibas (International Women's Day),false,
Nepal,2015-03-20T00:00:00,Fri,Ghodejatra (Kathmandu Valley),true,Regional
Nepal,2015-03-28T00:00:00,Sat,Ramnawami,false,
Nepal,2015-04-14T00:00:00,Tue,Nepali New Year (Bisket Jatra),false,
Nepal,2015-04-24T00:00:00,Fri,Loktantra Diwas (Democracy Day),false,
Netherlands,2014-05-05T00:00:00,Mon,Liberation Day,true,Othr+Gov
Netherlands,2014-05-29T00:00:00,Thu,Ascension Day,false,
Netherlands,2014-06-08T00:00:00,Sun,Whit Sunday (Pentecost),false,
Netherlands,2014-06-09T00:00:00,Mon,Whit Monday,false,
Netherlands,2014-12-25T00:00:00,Thu,Christmas Day,false,
Netherlands,2014-12-26T00:00:00,Fri,Second Day of Christmas,false,
Netherlands,2015-01-01T00:00:00,Thu,New Year's Day,false,
Netherlands,2015-04-03T00:00:00,Fri,Good Friday,true,Bnk+Othr
Netherlands,2015-04-05T00:00:00,Sun,Easter,false,
Netherlands,2015-04-06T00:00:00,Mon,Easter Monday,false,
Netherlands,2015-04-27T00:00:00,Mon,King's Birthday,false,
New Caledonia,2014-05-01T00:00:00,Thu,Labour Day,false,
New Caledonia,2014-05-02T00:00:00,Fri,Bank Holiday,true,Banks
New Caledonia,2014-05-02T00:00:00,Fri,Public Sector Holiday,true,Government
New Caledonia,2014-05-03T00:00:00,Sat,Public Sector Holiday,true,Government
New Caledonia,2014-05-08T00:00:00,Thu,Victory Day,false,
New Caledonia,2014-05-09T00:00:00,Fri,Public Sector Holiday,true,Government
New Caledonia,2014-05-10T00:00:00,Sat,Public Sector Holiday,true,Government
New Caledonia,2014-05-29T00:00:00,Thu,Ascension Day,false,
New Caledonia,2014-05-30T00:00:00,Fri,Bank Holiday (tentative),true,Banks
New Caledonia,2014-05-30T00:00:00,Fri,Public Sector Holiday,true,Government
New Caledonia,2014-05-31T00:00:00,Sat,Public Sector Holiday,true,Government
New Caledonia,2014-06-09T00:00:00,Mon,Whit Monday,false,
New Caledonia,2014-07-14T00:00:00,Mon,F��te Nationale (National Day),false,
New Caledonia,2014-08-15T00:00:00,Fri,Assumption Day,true,Bnk+Gov
New Caledonia,2014-08-16T00:00:00,Sat,Public Sector Holiday,true,Government
New Caledonia,2014-09-24T00:00:00,Wed,New Caledonia Day,false,
New Caledonia,2014-09-24T00:00:00,Wed,F��te de la Citoyennet��,true,Private Sector
New Caledonia,2014-11-01T00:00:00,Sat,All Saints' Day,false,
New Caledonia,2014-11-10T00:00:00,Mon,Bank Holiday,true,Banks
New Caledonia,2014-11-10T00:00:00,Mon,Public Sector Holiday,true,Government
New Caledonia,2014-11-11T00:00:00,Tue,Armistice Day,false,
New Caledonia,2014-12-25T00:00:00,Thu,Christmas Day,false,
New Caledonia,2014-12-26T00:00:00,Fri,Bank Holiday,true,Banks
New Caledonia,2014-12-26T00:00:00,Fri,Public Sector Holiday,true,Government
New Caledonia,2014-12-27T00:00:00,Sat,Public Sector Holiday,true,Government
New Caledonia,2015-01-01T00:00:00,Thu,New Year's Day,false,
New Caledonia,2015-04-06T00:00:00,Mon,Easter Monday,false,
New Guinea,2014-06-09T00:00:00,Mon,Queen's Birthday,false,
New Guinea,2014-07-23T00:00:00,Wed,National Remembrance Day,false,
New Guinea,2014-08-26T00:00:00,Tue,National Day of Repentance,false,
New Guinea,2014-09-16T00:00:00,Tue,Independence Day,false,
New Guinea,2014-12-25T00:00:00,Thu,Christmas Day,false,
New Guinea,2014-12-26T00:00:00,Fri,Boxing Day,false,
New Guinea,2015-01-01T00:00:00,Thu,New Year's Day,false,
New Guinea,2015-04-03T00:00:00,Fri,Good Friday,false,
New Guinea,2015-04-04T00:00:00,Sat,Easter Saturday,false,
New Guinea,2015-04-05T00:00:00,Sun,Easter Sunday,false,
New Guinea,2015-04-06T00:00:00,Mon,Easter Monday,false,
New Hebrides,2014-05-01T00:00:00,Thu,Labour Day,false,
New Hebrides,2014-05-29T00:00:00,Thu,Ascension Day,false,
New Hebrides,2014-07-24T00:00:00,Thu,Children's Day,false,
New Hebrides,2014-07-30T00:00:00,Wed,Independence Day,false,
New Hebrides,2014-08-15T00:00:00,Fri,Assumption Day,false,
New Hebrides,2014-10-05T00:00:00,Sun,Constitution Day,false,
New Hebrides,2014-10-06T00:00:00,Mon,Constitution Day Holiday,false,
New Hebrides,2014-11-29T00:00:00,Sat,National Unity Day,false,
New Hebrides,2014-12-25T00:00:00,Thu,Christmas Day,false,
New Hebrides,2014-12-26T00:00:00,Fri,Family Day,false,
New Hebrides,2015-01-01T00:00:00,Thu,New Year's Day,false,
New Hebrides,2015-02-21T00:00:00,Sat,In memory of Dr. W. H. Lini (Father of Independence),false,
New Hebrides,2015-03-05T00:00:00,Thu,Custom Chief's Day,false,
New Hebrides,2015-04-03T00:00:00,Fri,Good Friday,false,
New Hebrides,2015-04-06T00:00:00,Mon,Easter Monday,false,
New Zealand,2014-06-02T00:00:00,Mon,Queen's Birthday,false,
New Zealand,2014-09-22T00:00:00,Mon,Provincial Anniversary Day (Canterbury South),true,Regional
New Zealand,2014-10-24T00:00:00,Fri,Provincial Anniversary Day (Hawke's Bay),true,Regional
New Zealand,2014-10-27T00:00:00,Mon,Labour Day,false,
New Zealand,2014-11-03T00:00:00,Mon,Provincial Anniversary Day (Marlborough),true,Regional
New Zealand,2014-11-14T00:00:00,Fri,Provincial Anniversary Day (Canterbury),true,Regional
New Zealand,2014-12-01T00:00:00,Mon,Provincial Anniversary Day (Chatham Islands),true,Regional
New Zealand,2014-12-01T00:00:00,Mon,Provincial Anniversary Day (Westland),true,Regional
New Zealand,2014-12-25T00:00:00,Thu,Christmas Day,false,
New Zealand,2014-12-26T00:00:00,Fri,Boxing Day,false,
New Zealand,2015-01-01T00:00:00,Thu,New Year's Day,false,
New Zealand,2015-01-02T00:00:00,Fri,Second Day of the New Year,false,
New Zealand,2015-01-19T00:00:00,Mon,Provincial Anniversary Day (Wellington),true,Regional
New Zealand,2015-01-26T00:00:00,Mon,Provincial Anniversary Day (Auckland),true,Regional
New Zealand,2015-02-02T00:00:00,Mon,Provincial Anniversary Day (Nelson),true,Regional
New Zealand,2015-02-06T00:00:00,Fri,Waitangi Day (National Day),false,
New Zealand,2015-03-09T00:00:00,Mon,Provincial Anniversary Day (Taranaki),true,Regional
New Zealand,2015-03-23T00:00:00,Mon,Provincial Anniversary Day (Otago),true,Regional
New Zealand,2015-04-03T00:00:00,Fri,Good Friday,false,
New Zealand,2015-04-06T00:00:00,Mon,Easter Monday,false,
New Zealand,2015-04-07T00:00:00,Tue,Provincial Anniversary Day (Southland),true,Regional
New Zealand,2015-04-25T00:00:00,Sat,ANZAC Day,false,
New Zealand,2015-04-27T00:00:00,Mon,ANZAC Day Holiday,false,
Nicaragua,2014-05-01T00:00:00,Thu,Labor Day,false,
Nicaragua,2014-05-02T00:00:00,Fri,Public Sector Holiday,true,Government
Nicaragua,2014-05-30T00:00:00,Fri,Mothers' Day (D��a de las Madres),true,Government
Nicaragua,2014-07-19T00:00:00,Sat,Sandinista Revolution Anniversary,false,
Nicaragua,2014-08-01T00:00:00,Fri,Treida de Santo Domingo de Guzm��n (Managua),true,Municipal
Nicaragua,2014-08-10T00:00:00,Sun,Dejada de Santo Domingo de Guzm��n (Managua),true,Municipal
Nicaragua,2014-09-14T00:00:00,Sun,San Jacinto Day,false,
Nicaragua,2014-09-15T00:00:00,Mon,Independence Day (1821),false,
Nicaragua,2014-12-08T00:00:00,Mon,Immaculate Conception (Fiesta de la Griter��a),false,
Nicaragua,2014-12-24T00:00:00,Wed,Public Sector Holiday,true,Government
Nicaragua,2014-12-25T00:00:00,Thu,Christmas Day,false,
Nicaragua,2014-12-26T00:00:00,Fri,Public Sector Holiday,true,Government
Nicaragua,2014-12-27T00:00:00,Sat,Public Sector Holiday,true,Government
Nicaragua,2014-12-28T00:00:00,Sun,Public Sector Holiday,true,Government
Nicaragua,2014-12-29T00:00:00,Mon,Public Sector Holiday,true,Government
Nicaragua,2014-12-30T00:00:00,Tue,Public Sector Holiday,true,Government
Nicaragua,2014-12-31T00:00:00,Wed,Public Sector Holiday,true,Government
Nicaragua,2015-01-01T00:00:00,Thu,New Year's Day,false,
Nicaragua,2015-03-30T00:00:00,Mon,Public Sector Holiday (Semana Santa),true,Government
Nicaragua,2015-03-31T00:00:00,Tue,Public Sector Holiday (Semana Santa),true,Government
Nicaragua,2015-04-01T00:00:00,Wed,Public Sector Holiday (Semana Santa),true,Government
Nicaragua,2015-04-02T00:00:00,Thu,Maundy Thursday,false,
Nicaragua,2015-04-03T00:00:00,Fri,Good Friday,false,
Nicaragua,2015-04-04T00:00:00,Sat,Holy Saturday,true,Government
Nicaragua,2015-04-05T00:00:00,Sun,Easter,true,Government
Niger,2014-05-01T00:00:00,Thu,Labour Day,false,
Niger,2014-07-25T00:00:00,Fri,Lailatou-Kadr (Quran Revalation),false,
Niger,2014-07-28T00:00:00,Mon,Korit�� (End of Ramadan),false,
Niger,2014-08-03T00:00:00,Sun,Independence Day (F��te nationale de l'Arbre),false,
Niger,2014-10-05T00:00:00,Sun,Tabaski (Feast of Sacrifice),false,
Niger,2014-10-06T00:00:00,Mon,Tabaski (Feast of Sacrifice),false,
Niger,2014-10-26T00:00:00,Sun,Muharam (Islamic New Year),false,
Niger,2014-12-18T00:00:00,Thu,Republic Day,false,
Niger,2014-12-25T00:00:00,Thu,Christmas Day,false,
Niger,2015-01-01T00:00:00,Thu,New Year's Day,false,
Niger,2015-01-03T00:00:00,Sat,Mouloud (The Prophet's Birthday),false,
Niger,2015-04-06T00:00:00,Mon,Easter Monday,false,
Niger,2015-04-24T00:00:00,Fri,Concord Day,false,
Nigeria,2014-05-01T00:00:00,Thu,Labour Day,false,
Nigeria,2014-05-27T00:00:00,Tue,International Children's Day,true,Schools
Nigeria,2014-05-29T00:00:00,Thu,Democracy Day,false,
Nigeria,2014-07-28T00:00:00,Mon,Id el Fitri (End of Ramadan),false,
Nigeria,2014-07-29T00:00:00,Tue,Id el Fitri Holiday,false,
Nigeria,2014-10-01T00:00:00,Wed,National Day,false,
Nigeria,2014-10-04T00:00:00,Sat,Id el Kabir (Feast of Sacrifice),false,
Nigeria,2014-10-05T00:00:00,Sun,Id el Kabir Holiday,false,
Nigeria,2014-12-25T00:00:00,Thu,Christmas Day,false,
Nigeria,2014-12-26T00:00:00,Fri,Boxing Day,false,
Nigeria,2015-01-01T00:00:00,Thu,New Year's Day,false,
Nigeria,2015-01-03T00:00:00,Sat,Id-el Moulud (The Prophet's Birthday),false,
Nigeria,2015-04-03T00:00:00,Fri,Good Friday,false,
Nigeria,2015-04-06T00:00:00,Mon,Easter Monday,false,
Niue,2014-06-02T00:00:00,Mon,Queen's Birthday,false,
Niue,2014-10-19T00:00:00,Sun,Constitution Day,false,
Niue,2014-10-20T00:00:00,Mon,Constitution Day Holiday,false,
Niue,2014-10-27T00:00:00,Mon,Peniamina Gospel Day,false,
Niue,2014-12-25T00:00:00,Thu,Christmas Day,false,
Niue,2014-12-26T00:00:00,Fri,Boxing Day,false,
Niue,2015-01-01T00:00:00,Thu,New Year's Day,false,
