,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
104,2006952,4,2.5,11,0.0029&&0.1694&&0.0573&&0.0112&&0.0495&&0.0052&&0.0206&&0.6347&&3.2534&&,1.0,10.0,6,10,0,2911.7,0.0,0
105,2207974,3,2.33333333333,12,0.0054&&0.0320&&3.0212&&0.0212&&0.0004&&0.0050&&,1.0,71.4285714286,1,7,0,1433.14285714,0.142857142857,0
106,2071439,6,1.0,273,0.1325&&27.9969&&0.0192&&28.8725&&0.0008&&,0.6,0.0,4,6,0,1367.16666667,0.0,0
107,2146325,2,3.0,2,0.0006&&0.1076&&0.2198&&0.1484&&0.0248&&,1.0,100.0,0,6,0,1122.33333333,0.333333333333,0
108,2026324,8,0.75,86,2.0021&&4.9476&&10.9706&&0.0145&&0.1042&&,0.6,16.6666666667,3,6,0,1918.33333333,0.166666666667,0
109,2171152,19,0.684210526316,132,0.0284&&0.0285&&0.9398&&5.9930&&8.8790&&10.0781&&0.2558&&0.0095&&0.0154&&3.9732&&2.0319&&33.8414&&,0.666666666667,92.3076923077,1,13,0,647.307692308,0.769230769231,0
110,2206488,15,1.2,4,0.0040&&1.1708&&0.8314&&0.2305&&0.0057&&0.0032&&0.0021&&0.0042&&0.0033&&0.0012&&0.0026&&0.0032&&0.0055&&0.0029&&0.0023&&0.4487&&0.2497&&,1.0,5.55555555556,4,18,1,1110.55555556,0.444444444444,0
111,2118000,3,2.33333333333,39,0.0183&&0.0340&&0.0249&&1.7138&&8.0327&&0.0414&&,0.833333333333,28.5714285714,3,7,0,1412.42857143,0.142857142857,0
112,2039153,4,1.75,133,0.0222&&0.0014&&10.3808&&0.0042&&0.0141&&22.8993&&,0.666666666667,14.2857142857,3,7,0,1345.28571429,0.0,0
113,2145765,6,1.33333333333,162,0.0033&&0.0029&&44.4008&&0.0291&&0.0144&&2.8695&&0.0108&&,0.857142857143,75.0,2,8,0,1170.125,0.375,0
114,2124330,6,0.833333333333,12,0.0361&&0.9646&&0.0073&&1.0254&&,1.0,40.0,1,5,1,1805.4,0.0,0
115,2005421,6,1.0,2,0.0449&&0.4070&&0.0003&&0.0158&&0.0484&&,1.0,83.3333333333,1,6,1,1386.66666667,0.166666666667,0
116,2040383,27,0.185185185185,295,3.4718&&10.9904&&19.0181&&15.7972&&,0.25,80.0,1,5,0,1106.2,0.0,0
117,2026712,4,1.25,95,5.9654&&9.9980&&0.0021&&0.0010&&,0.5,80.0,1,5,0,1481.4,0.0,0
118,2193360,26,0.230769230769,262,1.0311&&15.9874&&6.9915&&29.7431&&0.9961&&,0.4,16.6666666667,3,6,3,2649.16666667,0.0,0
119,2054036,4,2.0,51,6.9516&&0.0067&&0.0023&&0.0071&&0.0009&&7.9581&&0.0227&&,0.714285714286,25.0,3,8,0,1642.375,0.125,0
