,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
59,2233826,109,0.293577981651,111,0.2198&&0.0019&&0.0634&&0.0090&&2.2305&&0.6879&&0.0039&&0.0109&&0.3307&&0.5366&&0.6187&&0.0495&&0.0031&&0.0178&&3.8403&&0.0007&&0.0012&&2.3423&&0.0286&&2.2582&&0.0005&&4.9331&&16.2394&&24.5760&&8.5818&&7.0994&&0.1655&&1.9751&&38.3528&&12.1412&&16.9914&&,0.741935483871,15.625,16,32,2,3217.34375,0.03125,0
60,2365452,19,0.263157894737,886,5.8028&&13.9893&&121.0773&&6.9607&&,0.0,60.0,1,5,0,3247.2,0.0,0
61,2264553,6,1.0,528,0.0628&&0.0069&&109.4944&&0.0036&&0.5249&&,0.8,33.3333333333,4,6,1,2723.33333333,0.0,0
62,2379015,25,0.6,113,17.2263&&0.2185&&0.9375&&0.9009&&0.0195&&4.6650&&1.2505&&0.0045&&1.3158&&7.6224&&0.0111&&14.8659&&0.0127&&17.2208&&,0.642857142857,26.6666666667,6,15,0,1410.06666667,0.266666666667,0
63,2246071,5,1.8,447,0.0030&&11.4725&&0.0030&&2.6768&&68.9574&&16.0333&&50.1575&&0.0000&&,0.5,88.8888888889,1,9,0,965.111111111,0.444444444444,0
64,2340886,12,2.33333333333,96,0.0046&&12.2406&&2.0893&&0.5886&&0.0473&&0.1037&&0.0715&&0.1966&&0.6035&&0.0615&&0.0509&&3.7435&&0.2163&&0.0430&&0.0454&&0.0461&&0.0404&&4.8382&&0.1135&&1.9000&&0.0522&&0.0196&&0.0251&&0.0201&&1.7663&&0.1123&&79.3161&&,0.888888888889,0.0,2,28,0,1887.0,0.0,0
65,2369002,27,0.333333333333,482,0.0291&&0.0354&&3.8243&&109.2838&&3.8303&&0.3327&&32.7398&&10.7333&&,0.625,88.8888888889,1,9,0,1979.88888889,0.111111111111,0
66,2408587,10,0.5,563,0.0551&&0.0200&&62.1412&&31.7807&&,0.5,80.0,1,5,0,2070.0,0.0,0
67,2230427,8,1.0,460,0.1416&&0.9842&&0.0580&&0.0006&&3.3853&&124.9271&&4.8270&&,0.714285714286,62.5,2,8,0,1094.875,0.625,0
68,2363593,10,0.7,552,0.0249&&138.0950&&0.0046&&0.0055&&0.0115&&0.0013&&,0.833333333333,100.0,0,7,0,1468.57142857,0.0,0
69,2418168,24,0.541666666667,253,12.8097&&47.1373&&0.0101&&7.8249&&14.0300&&0.3157&&15.8979&&11.9628&&0.9270&&1.9751&&3.9334&&9.9830&&,0.416666666667,15.3846153846,7,13,0,1403.53846154,0.384615384615,0
70,2255733,36,0.194444444444,427,31.9054&&1.1792&&0.0218&&29.9562&&0.0259&&43.8093&&,0.5,85.7142857143,1,7,0,1786.42857143,0.285714285714,0
71,2408531,29,0.655172413793,181,0.6967&&0.9906&&6.0410&&2.1486&&5.9702&&48.0654&&0.7533&&1.0044&&10.9768&&1.3431&&14.6866&&11.3005&&0.6980&&3.2435&&11.7717&&13.0378&&2.0363&&1.2043&&,0.555555555556,94.7368421053,1,19,0,1375.0,0.157894736842,0
72,2291105,10,0.6,720,12.2998&&0.0029&&13.8102&&7.4095&&116.4796&&,0.2,33.3333333333,4,6,0,1525.83333333,0.0,0
73,2248042,10,0.8,599,0.0133&&0.0042&&1.3080&&5.6626&&0.0069&&41.9988&&126.0051&&,0.571428571429,100.0,0,8,0,699.5,0.75,0
74,2293213,20,0.35,647,0.9796&&0.0063&&0.0696&&28.0290&&121.8107&&11.0288&&,0.5,28.5714285714,4,7,0,1465.42857143,0.285714285714,0
75,2342180,23,0.608695652174,257,22.3755&&6.5156&&9.1555&&13.9593&&0.3234&&13.4591&&14.2534&&6.8322&&0.1367&&18.2917&&0.0108&&33.9410&&0.2607&&,0.307692307692,92.8571428571,1,14,0,2056.64285714,0.0714285714286,0
